BatchNo,Temperature
2019-08-23,100.0
2019-08-23,113.5
2019-08-23,104.4642857143
2019-08-23,109.0
2019-08-23,108.39285714290001
2019-08-23,108.5925925926
2019-08-23,105.2857142857
2019-08-23,97.9411764706
2019-08-23,104.4074074074
2019-08-23,113.0
2019-08-23,111.962962963
2019-08-23,113.37037037040001
2019-08-23,107.0
2019-08-23,103.7857142857
2019-08-23,100.8148148148
2019-08-23,107.1851851852
2019-08-23,102.0
2019-08-23,101.0
2019-08-23,104.0
2019-08-23,112.32142857139999
2019-08-23,102.0
2019-08-23,102.6153846154
2019-08-23,101.82142857139999
2019-08-23,99.9259259259
2019-08-23,100.2857142857
2019-08-23,110.1851851852
2019-08-23,97.0
2019-08-23,98.75
2019-08-23,95.8888888889
2019-08-23,96.10714285709999
2019-08-23,93.29629629629999
2019-08-23,92.22222222219999
2019-08-23,93.0
2019-08-23,98.0
2019-08-23,114.5185185185
2019-08-23,108.89285714290001
2019-08-23,106.0740740741
2019-08-23,104.92
2019-08-23,105.85185185190001
2019-08-23,105.89285714290001
2019-08-23,106.35714285709999
2019-08-23,103.5
2019-08-23,100.10714285709999
2019-08-23,100.3333333333
2019-08-23,101.3333333333
2019-08-23,98.6666666667
2019-08-23,99.89473684209999
2019-08-23,98.30769230770001
2019-08-23,99.25
2019-08-23,98.4
2019-08-23,99.0
2019-08-23,103.9642857143
2019-08-23,113.29629629629999
2019-08-23,91.0
2019-08-23,86.32142857139999
2019-08-23,92.0
2019-08-23,110.2857142857
2019-08-23,107.70370370370001
2019-08-23,99.0
2019-08-23,100.3333333333
2019-08-23,106.4444444444
2019-08-23,106.8888888889
2019-08-23,109.8888888889
2019-08-23,112.9642857143
2019-08-23,103.0740740741
2019-08-23,102.92857142860001
2019-08-23,103.962962963
2019-08-23,104.4444444444
2019-08-23,103.2142857143
2019-08-23,102.5
2019-08-23,110.62962962959999
2019-08-23,103.037037037
2019-08-23,105.0
2019-08-23,108.62962962959999
2019-08-23,92.0
2019-08-23,81.69230769229999
2019-08-23,103.92857142860001
2019-08-23,107.125
2019-08-23,105.85714285709999
2019-08-23,108.74074074069999
2019-08-23,94.35714285709999
2019-08-23,108.9259259259
2019-08-23,107.64285714290001
2019-08-23,112.0
2019-08-23,111.85185185190001
2019-08-23,112.037037037
2019-08-23,113.0
2019-08-23,111.30769230770001
2019-08-23,106.3333333333
2019-08-23,104.0
2019-08-23,100.85185185190001
2019-08-23,104.037037037
2019-08-23,102.4074074074
2019-08-23,92.14814814809999
2019-08-23,94.0357142857
2019-08-23,94.1851851852
2019-08-23,95.5185185185
2019-08-23,98.0
2019-08-23,98.89285714290001
2019-08-23,101.25925925930001
2019-08-23,102.62962962959999
2019-08-23,93.0
2019-08-23,96.037037037
2019-08-23,93.037037037
2019-08-23,95.1851851852
2019-08-23,93.6666666667
2019-08-23,102.89285714290001
2019-08-23,98.85185185190001
2019-08-23,101.89285714290001
2019-08-23,107.0
2019-08-23,105.0
2019-08-23,105.0
2019-08-23,102.85714285709999
2019-08-23,105.0
2019-08-23,100.3333333333
2019-08-23,98.25925925930001
2019-08-23,99.0
2019-08-23,101.0
2019-08-23,107.1111111111
2019-08-23,110.70370370370001
2019-08-23,112.42857142860001
2019-08-23,114.60714285709999
2019-08-23,110.37037037040001
2019-08-23,114.67857142860001
2019-08-23,108.0
2019-08-23,91.4074074074
2019-08-23,90.4545454545
2019-08-23,91.4814814815
2019-08-24,104.962962963
2019-08-24,101.3333333333
2019-08-24,102.625
2019-08-24,87.5384615385
2019-08-24,108.5925925926
2019-08-24,96.0
2019-08-24,104.89285714290001
2019-08-24,105.77777777780001
2019-08-24,104.4074074074
2019-08-24,103.0
2019-08-24,86.42857142860001
2019-08-24,90.3333333333
2019-08-24,101.64285714290001
2019-08-24,101.32
2019-08-24,104.4074074074
2019-08-24,107.70370370370001
2019-08-24,109.9230769231
2019-08-24,102.70370370370001
2019-08-24,103.4814814815
2019-08-24,106.962962963
2019-08-24,106.2857142857
2019-08-24,100.85714285709999
2019-08-24,99.962962963
2019-08-24,94.4814814815
2019-08-24,93.15384615379999
2019-08-24,97.92857142860001
2019-08-24,102.30434782610001
2019-08-24,105.962962963
2019-08-24,105.22222222219999
2019-08-24,96.32142857139999
2019-08-24,104.60714285709999
2019-08-24,94.0740740741
2019-08-24,104.77777777780001
2019-08-24,97.0
2019-08-24,89.0
2019-08-24,96.14814814809999
2019-08-24,108.25925925930001
2019-08-24,109.37037037040001
2019-08-24,110.57142857139999
2019-08-24,107.0740740741
2019-08-24,105.70370370370001
2019-08-24,104.25
2019-08-24,101.4814814815
2019-08-24,97.4074074074
2019-08-24,104.19230769229999
2019-08-24,90.25
2019-08-24,99.70370370370001
2019-08-24,103.07142857139999
2019-08-24,103.0
2019-08-24,104.22222222219999
2019-08-24,98.1153846154
2019-08-24,103.62962962959999
2019-08-24,104.4814814815
2019-08-24,104.70370370370001
2019-08-24,107.0
2019-08-24,109.29629629629999
2019-08-24,104.0357142857
2019-08-24,106.14814814809999
2019-08-24,108.37037037040001
2019-08-24,107.39285714290001
2019-08-24,85.3214285714
2019-08-24,87.5925925926
2019-08-24,90.0
2019-08-24,99.0
2019-08-24,89.962962963
2019-08-24,88.67857142860001
2019-08-24,88.74074074069999
2019-08-24,90.0
2019-08-24,109.0740740741
2019-08-24,105.60714285709999
2019-08-24,101.89285714290001
2019-08-24,110.64285714290001
2019-08-24,107.4814814815
2019-08-24,106.0740740741
2019-08-24,102.39285714290001
2019-08-24,103.22222222219999
2019-08-24,94.92857142860001
2019-08-24,97.75
2019-08-24,101.962962963
2019-08-24,100.92857142860001
2019-08-24,108.39285714290001
2019-08-24,105.5185185185
2019-08-24,89.7142857143
2019-08-24,104.39285714290001
2019-08-24,104.2857142857
2019-08-24,96.0
2019-08-24,95.037037037
2019-08-24,100.29629629629999
2019-08-24,101.9259259259
2019-08-24,101.7857142857
2019-08-24,94.125
2019-08-24,100.0
2019-08-24,99.1111111111
2019-08-24,100.22222222219999
2019-08-24,100.4814814815
2019-08-24,103.14814814809999
2019-08-24,106.62962962959999
2019-08-24,94.0
2019-08-26,95.3333333333
2019-08-26,95.0
2019-08-26,99.1111111111
2019-08-26,100.96
2019-08-26,103.22222222219999
2019-08-26,102.92857142860001
2019-08-26,104.92857142860001
2019-08-26,105.0909090909
2019-08-26,107.14814814809999
2019-08-26,113.0
2019-08-26,112.22727272729999
2019-08-26,99.7307692308
2019-08-26,108.25
2019-08-26,101.25925925930001
2019-08-26,103.4444444444
2019-08-26,100.2857142857
2019-08-26,100.77777777780001
2019-08-26,99.8888888889
2019-08-26,84.8333333333
2019-08-26,98.35714285709999
2019-08-26,99.35714285709999
2019-08-26,105.89285714290001
2019-08-26,104.6666666667
2019-08-26,103.8888888889
2019-08-26,100.0
2019-08-26,105.29629629629999
2019-08-26,100.5
2019-08-26,104.1111111111
2019-08-26,105.29629629629999
2019-08-26,105.85185185190001
2019-08-26,106.29629629629999
2019-08-26,105.7857142857
2019-08-26,99.0
2019-08-26,99.037037037
2019-08-26,110.14814814809999
2019-08-26,108.65384615379999
2019-08-26,103.037037037
2019-08-26,107.74074074069999
2019-08-26,110.10714285709999
2019-08-26,112.3333333333
2019-08-26,95.77777777780001
2019-08-26,100.1851851852
2019-08-26,111.37037037040001
2019-08-26,110.8148148148
2019-08-26,103.82142857139999
2019-08-26,108.85185185190001
2019-08-26,109.74074074069999
2019-08-26,111.0
2019-08-26,102.37037037040001
2019-08-26,102.14814814809999
2019-08-26,101.42857142860001
2019-08-26,98.0
2019-08-26,112.70370370370001
2019-08-26,104.0
2019-08-26,108.8888888889
2019-08-26,103.0
2019-08-26,96.3846153846
2019-08-26,98.25925925930001
2019-08-26,83.72
2019-08-26,89.77777777780001
2019-08-26,90.4814814815
2019-08-26,93.9545454545
2019-08-26,98.5357142857
2019-08-26,101.70370370370001
2019-08-26,100.9642857143
2019-08-26,101.6666666667
2019-08-26,105.8148148148
2019-08-26,105.5555555556
2019-08-26,103.82142857139999
2019-08-26,103.74074074069999
2019-08-26,103.4444444444
2019-08-26,96.5185185185
2019-08-26,98.6666666667
2019-08-26,104.29629629629999
2019-08-26,100.0
2019-08-26,100.5925925926
2019-08-26,99.5
2019-08-26,104.652173913
2019-08-26,106.22222222219999
2019-08-26,107.22222222219999
2019-08-26,107.9090909091
2019-08-26,104.0
2019-08-26,103.35714285709999
2019-08-26,100.25925925930001
2019-08-26,104.5357142857
2019-08-26,100.22222222219999
2019-08-26,101.64285714290001
2019-08-26,99.77777777780001
2019-08-26,99.8148148148
2019-08-26,88.9166666667
2019-08-26,77.24
2019-08-26,110.32142857139999
2019-08-26,103.5357142857
2019-08-26,107.39285714290001
2019-08-26,103.56
2019-08-26,112.5384615385
2019-08-26,111.8888888889
2019-08-26,108.9259259259
2019-08-26,109.10526315790001
2019-08-26,108.0357142857
2019-08-26,104.82142857139999
2019-08-26,111.0
2019-08-26,86.68
2019-08-26,97.2142857143
2019-08-26,108.67857142860001
2019-08-26,88.37037037040001
2019-08-26,97.29629629629999
2019-08-26,103.0454545455
2019-08-26,97.9642857143
2019-08-26,103.4814814815
2019-08-26,100.82142857139999
2019-08-26,100.5185185185
2019-08-26,105.5555555556
2019-08-26,103.7142857143
2019-08-26,103.29629629629999
2019-08-26,103.07142857139999
2019-08-26,99.037037037
2019-08-26,101.37037037040001
2019-08-26,103.32142857139999
2019-08-26,102.45
2019-08-26,103.4444444444
2019-08-26,100.1851851852
2019-08-26,96.5925925926
2019-08-26,87.25
2019-08-26,112.0
2019-08-26,103.77777777780001
2019-08-26,106.62962962959999
2019-08-26,110.27272727270001
2019-08-26,111.8888888889
2019-08-26,111.4074074074
2019-08-26,110.4642857143
2019-08-26,105.0357142857
2019-08-26,94.1851851852
2019-08-26,98.9259259259
2019-08-26,112.73684210530001
2019-08-26,107.69230769229999
2019-08-26,104.37037037040001
2019-08-26,105.10714285709999
2019-08-26,108.4642857143
2019-08-26,109.6666666667
2019-08-26,100.1111111111
2019-08-26,101.0
2019-08-26,98.39285714290001
2019-08-26,89.2857142857
2019-08-26,99.0
2019-08-26,93.35714285709999
2019-08-26,107.14814814809999
2019-08-26,108.17857142860001
2019-08-26,109.4761904762
2019-08-26,102.75
2019-08-26,110.5555555556
2019-08-26,98.7857142857
2019-08-26,105.7857142857
2019-08-26,101.32142857139999
2019-08-26,97.5555555556
2019-08-26,82.5185185185
2019-08-26,107.22222222219999
2019-08-26,107.25925925930001
2019-08-26,106.85185185190001
2019-08-26,108.0740740741
2019-08-26,110.22222222219999
2019-08-26,106.3333333333
2019-08-26,107.4074074074
2019-08-26,106.4444444444
2019-08-26,110.037037037
2019-08-26,111.57142857139999
2019-08-26,102.29629629629999
2019-08-26,103.380952381
2019-08-26,101.89285714290001
2019-08-26,103.0
2019-08-26,105.30769230770001
2019-08-26,105.7142857143
2019-08-26,106.4814814815
2019-08-26,104.39285714290001
2019-08-26,107.0
2019-08-26,105.8148148148
2019-08-26,106.5555555556
2019-08-26,100.57142857139999
2019-08-26,102.22222222219999
2019-08-26,87.07142857139999
2019-08-26,98.8181818182
2019-08-26,96.5185185185
2019-08-26,104.39285714290001
2019-08-26,108.8888888889
2019-08-26,107.5882352941
2019-08-26,108.85714285709999
2019-08-26,95.4074074074
2019-08-26,92.62962962959999
2019-08-26,109.30769230770001
2019-08-26,108.962962963
2019-08-26,109.10714285709999
2019-08-26,107.4444444444
2019-08-26,108.5185185185
2019-08-26,109.1
2019-08-26,108.4074074074
2019-08-26,110.3333333333
2019-08-26,111.0
2019-08-26,105.1111111111
2019-08-26,104.037037037
2019-08-26,104.75
2019-08-26,108.0
2019-08-26,103.77777777780001
2019-08-26,107.8148148148
2019-08-26,104.42857142860001
2019-08-26,102.6666666667
2019-08-26,96.9259259259
2019-08-26,112.0
2019-08-26,112.7307692308
2019-08-26,111.6470588235
2019-08-26,106.2857142857
2019-08-26,105.7647058824
2019-08-26,101.85185185190001
2019-08-26,100.0
2019-08-26,112.9642857143
2019-08-26,103.14814814809999
2019-08-26,104.85185185190001
2019-08-26,100.2142857143
2019-08-26,104.0
2019-08-26,98.4074074074
2019-08-26,104.2142857143
2019-08-26,100.0
2019-08-26,105.3333333333
2019-08-26,102.2857142857
2019-08-27,108.29629629629999
2019-08-27,106.5185185185
2019-08-27,108.7857142857
2019-08-27,113.14285714290001
2019-08-27,104.8148148148
2019-08-27,105.3333333333
2019-08-27,101.3333333333
2019-08-27,108.5769230769
2019-08-27,106.0
2019-08-27,110.62962962959999
2019-08-27,116.32142857139999
2019-08-27,107.37037037040001
2019-08-27,108.5925925926
2019-08-27,108.4615384615
2019-08-27,101.22222222219999
2019-08-27,111.4444444444
2019-08-27,108.3333333333
2019-08-27,102.7142857143
2019-08-27,103.0
2019-08-27,103.42857142860001
2019-08-27,105.5357142857
2019-08-27,100.5185185185
2019-08-27,106.5555555556
2019-08-27,107.39285714290001
2019-08-27,102.10714285709999
2019-08-27,99.5555555556
2019-08-27,89.74074074069999
2019-08-27,106.62962962959999
2019-08-27,111.17857142860001
2019-08-27,112.4615384615
2019-08-27,112.35714285709999
2019-08-27,112.29629629629999
2019-08-27,110.1818181818
2019-08-27,108.15
2019-08-27,107.9259259259
2019-08-27,108.0
2019-08-27,109.0
2019-08-27,109.0
2019-08-27,108.35714285709999
2019-08-27,108.962962963
2019-08-27,106.0
2019-08-27,107.67857142860001
2019-08-27,108.2142857143
2019-08-27,105.4230769231
2019-08-27,107.85185185190001
2019-08-27,108.62962962959999
2019-08-27,110.962962963
2019-08-27,108.6666666667
2019-08-27,98.8148148148
2019-08-27,106.125
2019-08-27,105.74074074069999
2019-08-27,97.4642857143
2019-08-27,105.8148148148
2019-08-27,115.22222222219999
2019-08-27,113.037037037
2019-08-27,108.1111111111
2019-08-27,108.19230769229999
2019-08-27,108.2142857143
2019-08-27,111.3846153846
2019-08-27,105.2857142857
2019-08-27,97.2857142857
2019-08-27,95.0
2019-08-27,95.25925925930001
2019-08-27,109.5185185185
2019-08-27,89.8148148148
2019-08-27,91.037037037
2019-08-27,94.74074074069999
2019-08-27,97.77777777780001
2019-08-27,97.4814814815
2019-08-27,96.4642857143
2019-08-27,95.5925925926
2019-08-27,83.0
2019-08-27,80.1481481481
2019-08-27,93.9642857143
2019-08-27,97.29629629629999
2019-08-27,98.4444444444
2019-08-27,102.7142857143
2019-08-27,106.4444444444
2019-08-27,96.0
2019-08-27,109.1851851852
2019-08-27,112.10714285709999
2019-08-27,108.82608695649999
2019-08-27,111.62962962959999
2019-08-27,107.2857142857
2019-08-27,95.037037037
2019-08-27,98.0
2019-08-27,111.0
2019-08-27,111.6666666667
2019-08-27,106.14285714290001
2019-08-27,109.0
2019-08-27,109.0
2019-08-27,108.37037037040001
2019-08-27,111.82142857139999
2019-08-27,110.92857142860001
2019-08-27,110.35714285709999
2019-08-27,108.8888888889
2019-08-27,111.0
2019-08-27,109.80769230770001
2019-08-27,108.37037037040001
2019-08-27,107.4642857143
2019-08-27,106.32142857139999
2019-08-27,104.0
2019-08-27,105.0
2019-08-27,99.8148148148
2019-08-27,108.1851851852
2019-08-27,111.1851851852
2019-08-27,106.14814814809999
2019-08-27,92.5185185185
2019-08-27,89.0
2019-08-27,105.3333333333
2019-08-27,106.39285714290001
2019-08-27,108.25925925930001
2019-08-27,106.0
2019-08-27,106.3333333333
2019-08-27,108.8888888889
2019-08-27,103.5555555556
2019-08-27,80.8928571429
2019-08-27,98.2692307692
2019-08-27,82.5185185185
2019-08-27,87.0
2019-08-27,87.8148148148
2019-08-27,91.962962963
2019-08-27,97.962962963
2019-08-27,96.64285714290001
2019-08-27,95.85185185190001
2019-08-27,96.22222222219999
2019-08-27,97.0
2019-08-27,97.037037037
2019-08-27,106.3333333333
2019-08-27,105.4814814815
2019-08-27,118.25
2019-08-27,97.0
2019-08-27,106.0
2019-08-27,108.1111111111
2019-08-27,109.25925925930001
2019-08-27,108.0
2019-08-27,106.10714285709999
2019-08-27,106.77777777780001
2019-08-27,107.5555555556
2019-08-27,104.65384615379999
2019-08-27,107.4444444444
2019-08-27,102.5925925926
2019-08-27,95.92857142860001
2019-08-27,95.962962963
2019-08-27,82.8928571429
2019-08-27,80.8518518519
2019-08-27,95.95
2019-08-27,97.0
2019-08-27,101.1818181818
2019-08-27,104.8333333333
2019-08-27,109.84615384620001
2019-08-27,114.77777777780001
2019-08-27,108.85714285709999
2019-08-27,109.0
2019-08-27,109.67857142860001
2019-08-27,108.92857142860001
2019-08-27,111.0
2019-08-27,102.5925925926
2019-08-27,102.1111111111
2019-08-27,108.4642857143
2019-08-27,91.0
2019-08-27,87.037037037
2019-08-27,111.9259259259
2019-08-27,112.0
2019-08-27,112.5185185185
2019-08-27,111.0
2019-08-27,108.9259259259
2019-08-27,107.5
2019-08-27,101.85185185190001
2019-08-27,98.037037037
2019-08-27,110.10714285709999
2019-08-27,96.57142857139999
2019-08-27,99.625
2019-08-27,104.2
2019-08-27,96.25925925930001
2019-08-27,99.84615384620001
2019-08-27,90.0
2019-08-27,106.962962963
2019-08-27,104.29629629629999
2019-08-27,89.347826087
2019-08-27,84.2962962963
2019-08-27,85.8148148148
2019-08-27,98.1851851852
2019-08-27,98.70370370370001
2019-08-27,87.6
2019-08-27,87.0
2019-08-27,86.2666666667
2019-08-27,98.1111111111
2019-08-27,96.14814814809999
2019-08-27,96.037037037
2019-08-27,87.70370370370001
2019-08-27,86.5555555556
2019-08-27,89.6666666667
2019-08-27,104.3333333333
2019-08-27,106.25925925930001
2019-08-27,110.5925925926
2019-08-27,110.96
2019-08-27,108.62962962959999
2019-08-27,109.0
2019-08-27,108.07142857139999
2019-08-27,107.32142857139999
2019-08-27,106.35714285709999
2019-08-27,93.57142857139999
2019-08-27,98.0
2019-08-27,88.9642857143
2019-08-27,97.62962962959999
2019-08-27,99.29629629629999
2019-08-27,97.6666666667
2019-08-27,92.0
2019-08-27,106.29629629629999
2019-08-27,104.29629629629999
2019-08-27,105.8148148148
2019-08-27,105.2857142857
2019-08-27,103.04
2019-08-27,108.5185185185
2019-08-27,111.0
2019-08-27,107.57142857139999
2019-08-27,107.6666666667
2019-08-27,108.5925925926
2019-08-27,106.62962962959999
2019-08-27,103.9259259259
2019-08-27,112.22222222219999
2019-08-27,113.4
2019-08-27,107.3
2019-08-27,111.4814814815
2019-08-27,107.85714285709999
2019-08-27,107.0740740741
2019-08-27,107.14814814809999
2019-08-27,107.0
2019-08-27,107.4230769231
2019-08-27,100.10714285709999
2019-08-27,93.5185185185
2019-08-27,110.4444444444
2019-08-27,96.7857142857
2019-08-27,100.5
2019-08-27,96.14814814809999
2019-08-27,104.125
2019-08-27,106.962962963
2019-08-27,105.67857142860001
2019-08-27,107.25
2019-08-27,106.0
2019-08-27,107.4814814815
2019-08-27,105.64285714290001
2019-08-27,110.4444444444
2019-08-27,108.4814814815
2019-08-27,106.1851851852
2019-08-27,104.9642857143
2019-08-27,104.14814814809999
2019-08-27,105.10714285709999
2019-08-27,106.0
2019-08-27,108.0
2019-08-27,106.1851851852
2019-08-27,99.0
2019-08-27,111.6
2019-08-27,106.35714285709999
2019-08-27,105.57142857139999
2019-08-27,108.037037037
2019-08-27,107.0
2019-08-27,106.1153846154
2019-08-27,108.85714285709999
2019-08-27,110.35714285709999
2019-08-27,111.8148148148
2019-08-27,106.037037037
2019-08-27,104.0
2019-08-27,104.7692307692
2019-08-27,104.962962963
2019-08-27,106.70370370370001
2019-08-27,106.17857142860001
2019-08-27,105.1111111111
2019-08-27,105.94736842110001
2019-08-27,107.7692307692
2019-08-27,107.6666666667
2019-08-27,105.0740740741
2019-08-27,104.0
2019-08-27,103.8888888889
2019-08-27,108.4642857143
2019-08-27,105.3913043478
2019-08-27,84.8181818182
2019-08-27,97.0
2019-08-27,97.22222222219999
2019-08-27,107.0
2019-08-27,109.4814814815
2019-08-27,109.17857142860001
2019-08-27,108.70370370370001
2019-08-27,108.39285714290001
2019-08-27,99.6666666667
2019-08-27,111.0
2019-08-27,107.652173913
2019-08-27,106.7857142857
2019-08-27,106.25
2019-08-27,106.962962963
2019-08-27,107.92857142860001
2019-08-27,111.0
2019-08-27,108.962962963
2019-08-28,101.962962963
2019-08-28,108.29629629629999
2019-08-28,105.5357142857
2019-08-28,100.5925925926
2019-08-28,100.0
2019-08-28,108.39285714290001
2019-08-28,107.17857142860001
2019-08-28,108.9259259259
2019-08-28,105.5384615385
2019-08-28,108.64285714290001
2019-08-28,108.4074074074
2019-08-28,107.42857142860001
2019-08-28,100.42857142860001
2019-08-28,106.5925925926
2019-08-28,106.75
2019-08-28,106.037037037
2019-08-28,104.25925925930001
2019-08-28,97.70370370370001
2019-08-28,99.0
2019-08-28,99.89285714290001
2019-08-28,102.57142857139999
2019-08-28,105.8148148148
2019-08-28,107.36
2019-08-28,104.25
2019-08-28,106.4074074074
2019-08-28,105.2142857143
2019-08-28,100.0
2019-08-28,88.0740740741
2019-08-28,108.15384615379999
2019-08-28,108.0740740741
2019-08-28,107.7142857143
2019-08-28,107.5
2019-08-28,106.0
2019-08-28,105.25
2019-08-28,82.55555555560001
2019-08-28,96.0
2019-08-28,96.0
2019-08-28,108.4074074074
2019-08-28,100.5555555556
2019-08-28,103.74074074069999
2019-08-28,107.7857142857
2019-08-28,107.0740740741
2019-08-28,107.9642857143
2019-08-28,108.2083333333
2019-08-28,112.4
2019-08-28,99.3333333333
2019-08-28,96.42857142860001
2019-08-28,100.5357142857
2019-08-28,103.0
2019-08-28,102.57142857139999
2019-08-28,107.82142857139999
